 Velocity,0.1601795,-0.1624182,-0.2579325
 Velocity,0.1601795,-0.1624601,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624705,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
 Velocity,0.1601795,-0.1624706,-0.2579325
