Name, X, Y, Z, Time
ttr,-0.0212,-0.1624182,-0.207
ttr,-0.0212,-0.1624601,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624705,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
ttr,-0.0212,-0.1624706,-0.207
